date,sp500_value,vix_value,sp500_return,vix_return,is_election,lag1_return,lag2_return,lag3_return,lag5_return,rolling_vol_5,vix_level
2000-01-03,1455.219970703125,24.209999084472656,,,False,,,,,,24.209999084472656
2000-01-04,1399.4200439453125,27.010000228881836,-0.03834466807849768,0.1156547397891059,False,,,,,,27.010000228881836
2000-01-05,1402.1099853515625,26.40999984741211,0.0019221829913671495,-0.022214008751771375,False,-0.03834466807849768,,,,,26.40999984741211
2000-01-06,1403.449951171875,25.729999542236328,0.0009556781096431433,-0.025747834498469846,False,0.0019221829913671495,-0.03834466807849768,,,,25.729999542236328
2000-01-07,1441.469970703125,21.719999313354492,0.027090399268961063,-0.1558492149329166,False,0.0009556781096431433,0.0019221829913671495,-0.03834466807849768,,,21.719999313354492
2000-01-10,1457.5999755859375,21.709999084472656,0.011189969413615053,-0.00046041570893085026,False,0.027090399268961063,0.0009556781096431433,0.0019221829913671495,,0.024147689331939243,21.709999084472656
2000-01-11,1438.56005859375,22.5,-0.013062511876438365,0.03638880464496963,False,0.011189969413615053,0.027090399268961063,0.0009556781096431433,-0.03834466807849768,0.014802606186997986,22.5
2000-01-12,1432.25,22.84000015258789,-0.004386371327394056,0.015111117892795178,False,-0.013062511876438365,0.011189969413615053,0.027090399268961063,0.0019221829913671495,0.015451147523542302,22.84000015258789
2000-01-13,1449.6800537109375,21.709999084472656,0.012169700618563484,-0.04947465238905435,False,-0.004386371327394056,-0.013062511876438365,0.011189969413615053,0.0009556781096431433,0.01564656970675113,21.709999084472656
2000-01-14,1465.1500244140625,19.65999984741211,0.010671299962722536,-0.09442650039201239,False,0.012169700618563484,-0.004386371327394056,-0.013062511876438365,0.027090399268961063,0.011424425816994896,19.65999984741211
2000-01-18,1455.1400146484375,21.5,-0.00683207152771137,0.09359105630054687,False,0.010671299962722536,0.012169700618563484,-0.004386371327394056,0.011189969413615053,0.011159191657021351,21.5
2000-01-19,1455.9000244140625,21.719999313354492,0.0005222932212531894,0.010232526202534453,False,-0.00683207152771137,0.010671299962722536,0.012169700618563484,-0.013062511876438365,0.008641021642770398,21.719999313354492
2000-01-20,1445.5699462890625,21.75,-0.007095321074094607,0.0013812471267926618,False,0.0005222932212531894,-0.00683207152771137,0.010671299962722536,-0.004386371327394056,0.009239380153168948,21.75
2000-01-21,1441.3599853515625,20.81999969482422,-0.0029123190810015354,-0.04275863472072561,False,-0.007095321074094607,0.0005222932212531894,-0.00683207152771137,0.012169700618563484,0.007301987524239888,20.81999969482422
2000-01-24,1401.530029296875,24.06999969482422,-0.027633593591799732,0.15609990622660486,False,-0.0029123190810015354,-0.007095321074094607,0.0005222932212531894,0.010671299962722536,0.010989226290289146,24.06999969482422
2000-01-25,1410.030029296875,23.020000457763672,0.006064800483985611,-0.043622735786171596,False,-0.027633593591799732,-0.0029123190810015354,-0.007095321074094607,-0.00683207152771137,0.01290952507593677,23.020000457763672
2000-01-26,1404.0899658203125,23.030000686645508,-0.00421272125638672,0.0004344147994341796,False,0.006064800483985611,-0.027633593591799732,-0.0029123190810015354,0.0005222932212531894,0.012457896967628137,23.030000686645508
2000-01-27,1398.56005859375,23.540000915527344,-0.00393842799334565,0.022145037502216525,False,-0.00421272125638672,0.006064800483985611,-0.027633593591799732,-0.007095321074094607,0.01254157326914076,23.540000915527344
2000-01-28,1360.1600341796875,26.139999389648438,-0.027456829027902918,0.11045022824982542,False,-0.00393842799334565,-0.00421272125638672,0.006064800483985611,-0.0029123190810015354,0.015278222722267072,26.139999389648438
